rank,objective_value,fixed_ring,ring_b,ring_c,ring_d,fixed_count
1,118096.9921619404,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_45,32
2,118039.6940469925,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_45,32
3,117789.7589139092,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_45,32
4,117749.5245220060,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_60,32
5,117553.1805280442,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_45,32
6,117418.7658842998,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,32
7,117343.8614518744,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_60,32
8,117336.4876624444,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_60,32
9,117238.5092937375,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_60,32
10,117071.9540675072,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,32
11,116765.1759009060,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,32
12,116736.1728081300,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_45,32
13,116576.5334047188,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_-10,32
14,116547.6363164872,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_45,32
15,116382.9335614148,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_1_tilt_all_45,upperarm_cap_1_tilt_all_-10,32
16,116382.0765887313,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_-15,32
17,116332.3027801558,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,32
18,116327.9608026228,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_45,32
19,116298.0029636280,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_45,32
20,116272.8812982475,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,32
21,116200.3060482568,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_45,32
22,116197.6653052556,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_45,32
23,116181.3192797713,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_1_tilt_all_45,upperarm_cap_1_tilt_all_-15,32
24,116072.7339204882,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,32
25,116058.0744860597,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_45,32
26,116042.0586858209,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_10,upperarm_ring_tilt_all_60,32
27,116018.4196766914,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_-10,32
28,116011.6526813014,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_60,32
29,115916.8793533199,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,32
30,115816.8053950479,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_-15,32
31,115808.0692594529,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-10,32
32,115707.7410195442,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,32
33,115670.8552851485,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_15,upperarm_ring_tilt_all_60,32
34,115653.0494929203,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.16,32
35,115620.0035997383,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,32
36,115584.7747800221,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.21,32
37,115534.2951359163,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_45,32
38,115519.6064412340,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-15,32
39,115467.5455516318,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_1_tilt_all_45,upperarm_cap_1_tilt_all_-10,32
40,115437.1950756709,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_45,32
41,115432.8777783374,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_45,32
42,115432.0927409472,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_30,32
43,115379.3880471739,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,32
44,115378.9692565304,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_60,32
45,115376.8982476799,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_-10,32
46,115323.0298282260,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_45,32
47,115293.9786092220,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,32
48,115290.5651971348,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_45,32
49,115233.5345271637,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_30,32
50,115214.0039325877,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_10,upperarm_ring_tilt_all_60,32
51,115207.4812781928,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_60,32
52,115172.5914333913,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,32
53,115115.8512559125,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,32
54,115106.8255781174,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_0,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_-10,32
55,115085.3063294986,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_30,32
56,115026.4124648057,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-10,32
57,115003.7516458503,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_30,32
58,114987.2476577580,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.26,32
59,114965.8073148548,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,32
60,114955.2656563429,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_60,32
61,114945.4195188789,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,32
62,114930.1915252396,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_60,32
63,114882.6095901248,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_60,32
64,114881.1171841396,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.16,32
65,114878.7913647898,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,32
66,114870.8023888487,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,32
67,114792.1650008747,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-15,32
68,114783.3280560943,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_0,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_-15,32
69,114777.6647055592,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_15,upperarm_ring_tilt_all_60,32
70,114771.7327285160,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.21,32
71,114762.5055718256,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-15,32
72,114739.6343470235,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,32
73,114707.1985491379,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_30,32
74,114658.4849187800,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,32
75,114643.4683602974,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,32
76,114643.3211761138,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_0,upperarm_ring_tilt_all_60,32
77,114643.3211761138,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.11,32
78,114628.4820573750,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_60,32
79,114628.4343423516,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_1_tilt_all_45,upperarm_cap_1_tilt_all_-15,32
80,114625.7614222858,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,32
81,114596.3948347709,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,32
82,114566.0381673403,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-10,32
83,114547.7032304544,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_-10,32
84,114544.9445040557,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_-15,32
85,114539.4936040105,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_60,32
86,114513.2359393715,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-10,32
87,114504.5133337759,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_1_tilt_all_60,upperarm_cap_1_tilt_all_-10,32
88,114493.1835515247,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,32
89,114476.0383708552,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,32
90,114475.4666257580,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,32
91,114467.3876628144,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-15,32
92,114458.1247729184,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,32
93,114434.3404865998,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,32
94,114405.4711161123,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,32
95,114400.8878473863,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,32
96,114375.6001274750,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_60,32
97,114373.8001020135,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_45,32
98,114370.2917566453,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,32
99,114346.0889488109,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_-15,32
100,114342.2464654342,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_60,32
101,114334.0616040803,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_0,32
102,114331.3648672648,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-15,32
103,114323.6397768861,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_1_tilt_all_45,upperarm_cap_1_tilt_all_0,32
104,114309.6193340423,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_-10,32
105,114301.5841873659,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,32
106,114192.8712439181,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.26,32
107,114122.8151093828,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,32
108,114121.0047396089,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_0,upperarm_ring_tilt_all_60,32
109,114121.0047396089,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.11,32
110,114120.9686993566,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,32
111,114102.6156710571,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.31,32
112,114098.9417748756,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_0,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_-10,32
113,114078.0392530993,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_30,32
114,114076.4427788312,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,32
115,114059.4343960870,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_45,32
116,114045.0328261826,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,32
117,114033.6601790067,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-15,32
118,114030.5636083373,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-10,32
119,114021.5830750142,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-30,upperarm_ring_tilt_all_45,32
120,114015.8859600248,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,32
121,113991.2651010216,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_1_tilt_all_45,upperarm_cap_1_tilt_all_0,32
122,113968.0723271936,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-15,32
123,113950.0900472784,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_-10,32
124,113949.6332941895,flange_ring_tilt_all_-90,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,32
125,113923.5744088503,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-10,32
126,113897.7336676471,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,32
127,113869.8678003773,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_0,32
128,113836.3672752660,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_-10,32
129,113820.5358663816,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-30,upperarm_ring_tilt_all_60,32
130,113819.9998252139,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-10,32
131,113817.3361363807,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,32
132,113794.7985624330,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-15,32
133,113794.1771975167,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,32
134,113792.2563400999,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_0,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_-15,32
135,113762.1517582136,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-15,32
136,113757.6303489199,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_0,32
137,113757.0257925927,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,32
138,113740.2438335425,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,32
139,113732.7762681650,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_1_tilt_all_-30,32
140,113727.9064492505,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-10,32
141,113724.7992741676,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-15,32
142,113723.3800243609,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_0,32
143,113715.3038738122,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_ring_tilt_all_10,upperarm_ring_tilt_all_60,32
144,113687.4423282083,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,32
145,113665.4021244957,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_1_tilt_all_60,upperarm_cap_1_tilt_all_-15,32
146,113647.3585365044,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-30,upperarm_ring_tilt_all_45,32
147,113633.2246670290,flange_ring_tilt_all_-90,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,32
148,113617.7726539573,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_0,32
149,113602.5150046609,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_60,32
150,113590.6454296482,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_45,32
151,113588.1047098226,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,32
152,113557.4673921801,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,32
153,113550.5620877904,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_-10,32
154,113549.4357114686,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-10,32
155,113546.1031110483,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-15,32
156,113521.0890608169,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-15,32
157,113496.7140516056,flange_ring_tilt_all_-90,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,32
158,113488.1853980960,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_cap_1_tilt_all_45,upperarm_cap_1_tilt_all_-10,32
159,113487.5238830197,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_60,32
160,113477.4423107059,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_15,32
161,113470.5081247621,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_-15,32
162,113463.2910244511,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-10,32
163,113455.7269146988,flange_ring_tilt_all_-90,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,32
164,113450.7529349403,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-15,32
165,113443.8168889998,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.16,32
166,113437.3837716486,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-10,32
167,113431.3293494375,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_10,32
168,113418.3480345609,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,wrist_cap_1_tilt_all_-30,32
169,113407.7436068818,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_0,32
170,113396.4667982577,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-15,32
171,113370.2156488217,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,32
172,113367.3101290979,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_30,32
173,113364.5101674237,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_-30,32
174,113362.3620493937,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.21,32
175,113358.1617529581,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_45,32
176,113327.7953995544,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.31,32
177,113325.4710827035,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-30,32
178,113274.6248188555,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_cap_1_tilt_all_60,upperarm_cap_1_tilt_all_-10,32
