rank,objective_value,fixed_ring,ring_b,ring_c,ring_d,fixed_count
536,111443.3985835318,flange_ring_tilt_all_-90,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,32
537,111441.0287354490,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,wrist_cap_1_tilt_all_-15,32
538,111440.3608252490,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_30,32
539,111437.3604867605,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.20,upperarm_cap_1_tilt_all_0,32
540,111434.9510616622,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.15,upperarm_cap_2_tilt_all_-10,32
541,111433.9843393135,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.46,32
542,111431.9382880756,flange_ring_tilt_all_-90,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-15,32
543,111420.6062336207,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-30,upperarm_ring_tilt_all_45,32
544,111417.8979826127,flange_ring_tilt_all_-90,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,32
545,111414.6582165094,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-45,32
546,111409.1086667348,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,32
547,111404.9436806492,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,32
548,111399.8693492025,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_-60,32
549,111393.0869508880,flange_ring_tilt_all_-90,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.26,32
550,111390.3111704881,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_60,32
551,111382.4477853716,flange_ring_tilt_all_-90,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,32
552,111381.2118094931,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.21,32
553,111379.7385084604,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,upperarm_ring_tilt_all_15,upperarm_ring_tilt_all_60,32
554,111376.9215672365,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-60,32
555,111376.3033916395,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.21,32
556,111376.1804828279,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,32
557,111374.3941303864,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-30,32
558,111366.1263994013,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,32
559,111360.6227456844,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.26,32
560,111359.4348578287,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.15,upperarm_cap_1_tilt_all_-15,32
561,111359.3998858944,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-45,32
562,111355.4215742610,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.16,32
563,111353.3802632762,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.20,upperarm_cap_1_tilt_all_-15,32
564,111346.1378060087,flange_ring_tilt_all_-90,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-15,32
565,111344.0554833959,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_1_tilt_all_45,upperarm_cap_2_tilt_all_-15,32
566,111341.6161027451,flange_ring_tilt_all_-90,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,32
567,111332.4585443810,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_-15,32
568,111329.2769901368,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_1_tilt_all_45,upperarm_cap_2_tilt_all_-10,32
569,111326.2900201635,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,wrist_cap_2_tilt_all_30,32
570,111325.6182230801,flange_ring_tilt_all_-90,flange_ring_tilt_all_-15,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,32
571,111319.6631335971,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_-10,32
572,111319.4877774586,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_45,32
573,111316.9182384366,flange_ring_tilt_all_-90,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_0,32
574,111311.5848500039,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.36,32
575,111310.8713835755,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,wrist_cap_1_tilt_all_-60,32
576,111308.6778518645,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.41,32
577,111305.0199701761,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.25,upperarm_cap_1_tilt_all_0,32
578,111304.5775177888,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.40,upperarm_cap_1_tilt_all_-10,32
579,111303.3560152357,flange_ring_tilt_all_-90,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-15,32
580,111300.5370027237,flange_ring_tilt_all_-90,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-15,32
581,111299.7349031516,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.41,32
582,111291.8882742215,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_15,32
583,111285.5837492724,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,wrist_cap_2_tilt_all_15,32
584,111269.2435284284,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,32
585,111266.6745772580,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.51,32
586,111265.8550517818,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_60,32
587,111261.9654835912,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,wrist_cap_2_tilt_all_30,32
588,111261.4796806598,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_-15,32
589,111255.0082354440,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.36,32
590,111254.1147821828,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.25,upperarm_cap_1_tilt_all_-15,32
591,111253.9115210840,flange_ring_tilt_all_-90,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_60,32
592,111251.8997211303,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_0,32
593,111249.4432947353,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,wrist_cap_2_tilt_all_10,32
594,111246.7011874007,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_-10,32
595,111241.2176164532,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_10,32
596,111238.3535897173,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,base_cap_tilt_all_0,upperarm_cap_2_tilt_all_0,32
597,111235.4849843258,flange_ring_tilt_all_-90,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,32
598,111235.4256486526,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_0,upperarm_ring_tilt_all_0,upperarm_ring_tilt_all_60,32
599,111235.4256486526,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.11,32
600,111232.1062037110,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-15,32
601,111231.8246317015,flange_ring_tilt_all_-90,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,32
602,111229.0259479583,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,wrist_cap_1_tilt_all_-30,32
603,111221.5889720197,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_0,32
604,111219.9575225776,flange_ring_tilt_all_-90,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,wrist_cap_2_tilt_all_15,32
605,111212.7726655746,flange_ring_tilt_all_-90,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-10,32
606,111212.2976349114,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.41,32
607,111202.7559934082,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.46,32
608,111190.7712402934,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_15,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_0,32
609,111190.1107080328,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.46,32
610,111189.2760336812,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.31,32
611,111188.1349543565,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-15,32
612,111187.4870006633,flange_ring_tilt_all_-90,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,32
613,111176.1885939805,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.40,upperarm_cap_1_tilt_all_-10,32
614,111175.1898329498,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,wrist_cap_2_tilt_all_0,32
615,111173.0463833052,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.35,upperarm_cap_1_tilt_all_0,32
616,111168.7716166200,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-30,32
617,111158.7958904531,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.31,32
618,111157.3702030078,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_30,32
619,111154.5345992794,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-15,32
620,111154.0036022253,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_0,32
621,111151.4392426381,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.31,32
622,111151.2178280511,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,forearm_cap_2_tilt_all_45,upperarm_cap_2_tilt_all_-15,32
623,111144.3954740710,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-10,32
624,111143.9228701084,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,wrist_cap_1_tilt_all_-15,32
625,111143.8801629465,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_15,upperarm_ring_tilt_all_10,upperarm_ring_tilt_all_60,32
626,111143.5787120953,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_30,32
627,111135.6703895613,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_0,32
628,111129.8655884144,flange_ring_tilt_all_-90,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,32
629,111126.5367723451,flange_ring_tilt_all_-90,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_0,32
630,111120.2879129782,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_45,32
631,111119.0483896582,flange_ring_tilt_all_-90,flange_ring_tilt_all_-10,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,32
632,111119.0244959427,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,32
633,111108.2593707757,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_30,32
634,111103.0329167878,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.30,upperarm_cap_1_tilt_all_0,32
635,111097.8040052586,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_0,32
636,111094.6873034384,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.16,32
637,111088.4220724233,flange_ring_tilt_all_-90,base_cap_tilt_all_-60,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_0,32
638,111087.2037482419,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-15,32
639,111086.3457554965,flange_ring_tilt_all_-90,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-10,32
640,111082.3182201064,flange_ring_tilt_all_-90,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-15,32
641,111078.5346940184,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.21,32
642,111074.7957905976,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-30,upperarm_cap_1_tilt_all_0,32
643,111073.6610375636,flange_ring_tilt_all_-90,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_0,32
644,111072.7699436797,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-15,32
645,111071.1736052621,flange_ring_tilt_all_-90,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-15,32
646,111064.5072219026,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-15,32
647,111062.5402040615,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.25,upperarm_cap_2_tilt_all_-10,32
648,111057.5480707155,flange_ring_tilt_all_-90,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-15,32
649,111057.4665090315,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.30,upperarm_cap_1_tilt_all_-15,32
650,111048.7405143550,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.46,32
651,111046.5217472362,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_60,32
652,111045.3397234388,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_-15,32
653,111023.2177297815,flange_ring_tilt_all_-90,base_cap_tilt_all_-15,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,32
654,111021.8356612213,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_15,32
655,111019.3715560706,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-15,32
656,111018.5174141140,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_cap_2_tilt_all_-10,32
657,111017.3587816518,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_15,forearm_cap_2_tilt_all_60,upperarm_cap_1_tilt_all_0,32
658,111012.1046575313,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_0,32
659,111011.3143290754,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_10,32
660,111009.5816847581,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-30,32
661,111008.6613721622,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.51,32
662,111008.2474419126,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_ring,upperarm_cap_2_tilt_all_-10,32
663,111008.2474419126,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.10,upperarm_cap_2_tilt_all_-10,32
664,111008.2135818705,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_ring,upperarm_cap_1_tilt_all_-15,32
665,111008.2135818705,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.10,upperarm_cap_1_tilt_all_-15,32
666,111007.9621744210,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,32
667,110998.3713079637,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-10,32
668,110998.1656850205,flange_ring_tilt_all_-90,flange_ring_tilt_all_-10,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,32
669,110990.9102670804,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_45,32
670,110990.6803264182,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-15,32
671,110989.0260416236,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-30,upperarm_ring_tilt_all_45,32
672,110985.9888552673,flange_ring_tilt_all_-90,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,32
673,110985.9436257667,flange_ring_tilt_all_-90,base_cap_tilt_all_0,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,32
674,110985.2635352058,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_0,32
675,110980.6880004876,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_45,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_0,32
676,110980.4217139302,flange_ring_tilt_all_-90,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-15,32
677,110979.5060288841,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_ring,upperarm_cap_1_tilt_all_0,32
678,110979.5060288841,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.10,upperarm_cap_1_tilt_all_0,32
679,110973.1330291821,flange_ring_tilt_all_-90,base_cap_tilt_all_0,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-10,32
680,110971.2300911960,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_-60,32
681,110965.5867634860,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,32
682,110964.2301565268,flange_ring_tilt_all_-90,flange_ring_tilt_all_0,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,32
683,110962.5514338968,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_10,32
684,110960.4465642407,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_0,32
685,110960.0789239001,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,wrist_cap_1_tilt_all_-60,32
686,110958.8155710046,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,32
687,110954.9273008065,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_0,upperarm_ring_tilt_all_45,32
688,110954.9273008065,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,upperarm_ring_x_-0.11,32
689,110947.9932397669,flange_ring_tilt_all_-90,flange_ring_tilt_all_-15,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,32
690,110945.4160459495,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.15,upperarm_cap_1_tilt_all_-15,32
691,110945.2735294909,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-45,32
692,110937.2930575646,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_0,32
693,110934.8624384397,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.20,upperarm_cap_1_tilt_all_-15,32
694,110932.7159433813,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.41,32
695,110927.8954475057,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_10,32
696,110925.0103749692,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_0,32
697,110922.9707612668,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_ring_x_-0.16,32
698,110922.5481342059,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,upperarm_cap_2_tilt_all_0,wrist_cap_2_tilt_all_30,32
699,110920.6591489454,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-15,32
700,110919.6196593357,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,wrist_cap_2_tilt_all_15,32
701,110915.5226549749,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_45,32
702,110904.7837977617,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.36,32
703,110903.9214019610,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,wrist_cap_2_tilt_all_15,32
704,110903.1708093040,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-30,upperarm_ring_tilt_all_60,32
705,110901.3447700411,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_45,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,32
706,110898.3028110766,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_60,32
707,110897.4849355033,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.51,32
708,110896.8827642722,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.26,32
709,110893.6821488342,flange_ring_tilt_all_-90,flange_ring_tilt_all_-10,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,32
710,110893.1177776113,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-30,32
711,110889.1445442558,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.45,upperarm_cap_1_tilt_all_-10,32
712,110881.9016140357,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,32
713,110881.6896582746,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_45,upperarm_cap_2_tilt_all_-15,32
714,110880.8435984553,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,wrist_cap_2_tilt_all_0,32
