rank,objective_value,ring_a,ring_b,total_size
1,105927.6614780561,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,16
2,105395.7953108580,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,16
3,104975.8416495988,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,16
4,104512.6930693778,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,16
5,104376.9590888555,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,16
6,103864.5110447900,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,16
7,102485.5121171879,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,16
8,102334.5686772862,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,16
9,102212.4428670038,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,16
10,102167.0396823246,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,16
11,102097.0946371753,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,16
12,101754.2452008368,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,16
13,101652.2238036277,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,16
14,101630.2970542573,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,16
15,101464.7431514711,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-10,16
16,101406.2708433422,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,16
17,101384.7447684246,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,16
18,100893.7659673921,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_60,16
19,100846.0514862972,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_0,16
20,100700.2847084607,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,16
21,100683.8790438803,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,16
22,100547.7401157222,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-15,16
23,100265.9474717787,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-15,16
24,99833.9710568403,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-10,16
25,99769.3524831208,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_0,16
26,99630.7427456887,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-10,16
27,99597.4885022803,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-15,16
28,99359.2301218512,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_-10,16
29,99245.1515090645,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-15,16
30,99183.7153531030,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_45,16
31,98996.4214055086,base_cap_tilt_all_-30,upperarm_cap_2_tilt_all_0,16
32,98992.6019537511,base_cap_tilt_all_-45,upperarm_cap_2_tilt_all_0,16
33,98931.4491770358,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-15,16
34,98832.5503418890,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_0,16
35,98644.3708877606,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_-10,16
36,98618.5517956534,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_0,16
37,98411.5947526027,forearm_cap_1_tilt_all_15,upperarm_ring_tilt_all_60,16
38,98222.3854393756,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_0,16
39,98078.5346234778,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_0,16
40,97940.9555233346,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_0,16
41,97766.3997920972,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_0,16
42,97765.4812616807,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_0,16
43,97659.0452412093,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,16
44,97100.0322852982,forearm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,16
45,96723.6089364681,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_0,16
46,96613.2396469919,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_45,16
47,96599.3510337678,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.21,16
48,96594.8411463047,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_-10,16
49,96515.9501160866,upperarm_ring_tilt_all_10,upperarm_ring_tilt_all_60,16
50,96498.0364097897,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-10,16
51,96467.5537046685,base_cap_tilt_all_-30,upperarm_cap_2_tilt_all_-10,16
52,96324.4596876597,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.16,16
53,96297.0872350239,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-15,16
54,96232.7362562380,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_-10,16
55,96229.4143890114,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_0,16
56,96138.9991604579,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-15,16
57,95983.6742537682,forearm_cap_1_tilt_all_15,upperarm_ring_tilt_all_45,16
58,95745.9376236448,base_cap_tilt_all_-45,upperarm_cap_2_tilt_all_-10,16
59,95587.9482569708,upperarm_ring_tilt_all_15,upperarm_ring_tilt_all_60,16
60,95586.8994369050,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.26,16
61,95571.6256282646,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-10,16
62,95562.8859103071,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_10,16
63,95436.4326498141,forearm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,16
64,95379.3623515915,forearm_cap_2_tilt_all_10,upperarm_ring_tilt_all_60,16
65,95373.9019643341,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_10,16
66,95110.7902597140,base_cap_tilt_all_-30,upperarm_cap_1_tilt_all_0,16
67,94686.8914325435,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_-15,16
68,94655.2809671786,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-15,16
69,94650.0917393159,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,16
70,94464.6865459408,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_0,16
71,94370.6939431477,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-10,16
72,94234.0081850507,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-30,16
73,94211.9475287795,upperarm_ring_tilt_all_0,upperarm_ring_tilt_all_60,16
74,94211.9475287795,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.11,16
75,94120.1751529870,base_cap_tilt_all_-30,upperarm_cap_2_tilt_all_-15,16
76,94062.1911057600,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_-15,16
77,94051.0310175506,forearm_cap_2_tilt_all_15,upperarm_ring_tilt_all_60,16
78,94025.2292269799,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.31,16
79,93969.0531662074,base_cap_tilt_all_-45,upperarm_cap_1_tilt_all_0,16
80,93781.0997148221,base_cap_tilt_all_-30,upperarm_ring_tilt_all_60,16
81,93763.3339062302,base_cap_tilt_all_-30,upperarm_cap_1_tilt_all_-10,16
82,93648.5889510410,base_cap_tilt_all_-60,upperarm_cap_2_tilt_all_0,16
83,93328.4223763966,base_cap_tilt_all_-15,upperarm_cap_2_tilt_all_0,16
84,93296.6861404453,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_45,16
85,93223.6865961390,base_cap_tilt_all_-45,upperarm_cap_2_tilt_all_-15,16
86,93210.5384670687,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_60,16
87,93197.5909886606,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_0,16
88,93002.7778967763,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-30,16
89,92812.3750256918,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_15,16
90,92796.1453902372,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_-15,16
91,92722.5962747506,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_0,16
92,92664.8087932383,forearm_cap_2_tilt_all_10,upperarm_ring_tilt_all_45,16
93,92571.1749214247,base_cap_tilt_all_-45,upperarm_cap_1_tilt_all_-10,16
94,92498.9323444179,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_15,16
95,92493.4860307225,base_cap_tilt_all_-15,upperarm_cap_1_tilt_all_0,16
96,92310.8100422068,base_cap_tilt_all_-15,upperarm_ring_tilt_all_60,16
97,92296.0329690023,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_-15,16
98,92265.6652545123,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_0,16
99,92186.7200013855,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.36,16
100,92115.0567315390,base_cap_tilt_all_-10,upperarm_cap_2_tilt_all_0,16
101,92003.5645167922,base_cap_tilt_all_-30,upperarm_cap_1_tilt_all_-15,16
102,91898.5003439586,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_10,16
103,91863.4243682231,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_45,16
104,91429.1315751604,base_cap_tilt_all_-10,upperarm_cap_1_tilt_all_0,16
105,91387.5370607525,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_0,16
106,91352.3674588864,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_0,16
107,91346.2293453552,base_cap_tilt_all_-30,flange_ring_tilt_all_0,16
108,91231.3739258695,base_cap_tilt_all_-10,upperarm_ring_tilt_all_60,16
109,91164.4876729842,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-30,16
110,91107.2370778937,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_30,16
111,91086.3850750220,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_0,16
112,91035.5454816599,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_30,16
113,91032.8274037353,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_30,16
114,90862.5380449941,forearm_cap_2_tilt_all_15,upperarm_ring_tilt_all_45,16
115,90814.9420620925,base_cap_tilt_all_-10,upperarm_ring_tilt_all_45,16
116,90811.4471392145,base_cap_tilt_all_-15,upperarm_ring_tilt_all_45,16
117,90716.4179427434,base_cap_tilt_all_-30,wrist_cap_2_tilt_all_0,16
118,90641.3383485912,forearm_cap_1_tilt_all_45,upperarm_cap_1_tilt_all_0,16
119,90620.1485053487,base_cap_tilt_all_-15,upperarm_cap_2_tilt_all_-10,16
120,90616.0755615003,base_cap_tilt_all_-45,upperarm_cap_1_tilt_all_-15,16
121,90508.9559284801,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_10,16
122,90480.8814402086,base_cap_tilt_all_-30,wrist_cap_2_tilt_all_10,16
123,90417.5871275204,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_60,16
124,90416.7797942759,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_10,16
125,90406.5744350930,base_cap_tilt_all_0,upperarm_ring_tilt_all_45,16
126,90376.5967807035,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.41,16
127,90352.2217950269,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_0,16
128,90134.4248221110,base_cap_tilt_all_-60,upperarm_cap_2_tilt_all_-10,16
129,90131.1404763497,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_15,16
130,90127.8275902691,base_cap_tilt_all_-30,wrist_cap_2_tilt_all_15,16
131,90102.0929014117,base_cap_tilt_all_-15,upperarm_cap_1_tilt_all_-10,16
132,90020.4267339859,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,16
133,89977.1305981845,base_cap_tilt_all_-45,upperarm_ring_tilt_all_60,16
134,89947.7588226579,base_cap_tilt_all_-30,flange_ring_tilt_all_-10,16
135,89931.2908069377,base_cap_tilt_all_-45,flange_ring_tilt_all_0,16
136,89827.4248890642,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-30,16
137,89781.1264495528,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-30,16
138,89743.1210386810,forearm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-30,16
139,89734.6893639394,upperarm_ring_tilt_all_30,upperarm_ring_tilt_all_60,16
140,89648.1521363521,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_30,16
141,89616.5883802073,base_cap_tilt_all_-60,upperarm_cap_1_tilt_all_0,16
142,89579.8531943242,base_cap_tilt_all_0,upperarm_cap_2_tilt_all_0,16
143,89559.7254071549,base_cap_tilt_all_-30,upperarm_ring_tilt_all_45,16
144,89452.2405568324,base_cap_tilt_all_-10,upperarm_cap_2_tilt_all_-10,16
145,89420.6373040504,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_10,16
146,89284.4772071955,base_cap_tilt_all_-45,base_cap_tilt_all_0,16
147,89227.1423350051,upperarm_ring_tilt_all_60,wrist_cap_2_tilt_all_15,16
148,89226.8070781148,base_cap_tilt_all_0,upperarm_cap_1_tilt_all_0,16
149,89209.5223719025,upperarm_ring_tilt_all_60,wrist_cap_2_tilt_all_10,16
150,89144.6566440809,base_cap_tilt_all_-30,wrist_cap_2_tilt_all_30,16
151,89088.8948700678,base_cap_tilt_all_-30,flange_ring_tilt_all_-15,16
152,89037.4306870152,forearm_cap_2_tilt_all_45,upperarm_cap_2_tilt_all_0,16
153,88970.6579887427,base_cap_tilt_all_-10,upperarm_cap_1_tilt_all_-10,16
154,88964.2967401735,upperarm_ring_tilt_all_60,wrist_cap_2_tilt_all_30,16
155,88933.4984932965,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_45,16
156,88843.6403590465,base_cap_tilt_all_-45,wrist_cap_2_tilt_all_0,16
157,88740.4923637087,base_cap_tilt_all_-45,flange_ring_tilt_all_-10,16
158,88734.9953940301,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_15,16
159,88723.1764091427,upperarm_ring_tilt_all_60,wrist_cap_2_tilt_all_0,16
160,88721.8366629293,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_15,16
161,88674.0686108731,base_cap_tilt_all_-45,wrist_cap_2_tilt_all_10,16
162,88650.3129599266,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_30,16
163,88594.3796929587,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.46,16
164,88568.4242281979,forearm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-15,16
165,88527.8392214986,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_0,16
166,88517.3763271482,flange_ring_tilt_all_-10,wrist_cap_2_tilt_all_30,16
167,88510.2674234130,upperarm_cap_2_tilt_all_0,wrist_cap_2_tilt_all_30,16
168,88487.1205163223,flange_ring_tilt_all_0,upperarm_ring_tilt_all_45,16
169,88460.9541256589,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_10,16
170,88376.0211893393,base_cap_tilt_all_-45,wrist_cap_2_tilt_all_15,16
171,88335.7296727533,flange_ring_tilt_all_-10,forearm_cap_1_tilt_all_10,16
172,88313.2462733090,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_0,16
173,88294.1566460302,flange_ring_tilt_all_0,upperarm_ring_tilt_all_60,16
174,88254.4606222606,forearm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-10,16
175,88196.5168376739,base_cap_tilt_all_-15,upperarm_cap_2_tilt_all_-15,16
176,88178.0940087353,base_cap_tilt_all_-30,wrist_cap_1_tilt_all_0,16
177,88152.5181110174,flange_ring_tilt_all_-10,forearm_cap_1_tilt_all_0,16
178,88111.3781916117,base_cap_tilt_all_-60,forearm_cap_2_tilt_all_0,16
179,88102.2449749345,forearm_cap_1_tilt_all_45,upperarm_cap_2_tilt_all_0,16
180,88001.8799540804,base_cap_tilt_all_-45,flange_ring_tilt_all_-15,16
181,87990.8647928764,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_10,16
182,87968.1227816655,forearm_cap_1_tilt_all_30,upperarm_ring_tilt_all_60,16
183,87944.0385203341,forearm_cap_1_tilt_all_10,wrist_cap_1_tilt_all_-30,16
184,87904.7017966700,forearm_cap_2_tilt_all_30,upperarm_ring_tilt_all_60,16
185,87783.2902716178,flange_ring_tilt_all_-15,wrist_cap_2_tilt_all_30,16
186,87771.1549185283,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-30,16
187,87738.4896831359,base_cap_tilt_all_-15,upperarm_cap_1_tilt_all_-15,16
188,87698.8770566367,flange_ring_tilt_all_-10,upperarm_ring_tilt_all_45,16
189,87682.7501188943,base_cap_tilt_all_-60,upperarm_cap_1_tilt_all_-10,16
190,87583.6752156005,base_cap_tilt_all_0,upperarm_ring_tilt_all_60,16
191,87569.9465295858,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-30,16
192,87562.3937651834,flange_ring_tilt_all_-15,forearm_cap_1_tilt_all_10,16
193,87546.6195469489,flange_ring_tilt_all_-15,forearm_cap_1_tilt_all_0,16
194,87538.9128448112,base_cap_tilt_all_-45,wrist_cap_2_tilt_all_30,16
195,87517.1729893199,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_10,16
196,87510.3044325852,base_cap_tilt_all_-30,wrist_cap_1_tilt_all_-10,16
197,87477.0341617742,base_cap_tilt_all_-60,upperarm_cap_2_tilt_all_-15,16
198,87476.4760252591,base_cap_tilt_all_-30,wrist_cap_1_tilt_all_-30,16
199,87455.4220350410,forearm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_0,16
200,87451.9284089947,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_15,16
201,87366.1000591675,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-30,16
202,87361.5171877780,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_60,16
203,87317.5574760466,flange_ring_tilt_all_-15,upperarm_ring_tilt_all_45,16
204,87263.9125683063,base_cap_tilt_all_0,upperarm_cap_2_tilt_all_-10,16
205,87254.9798144155,flange_ring_tilt_all_0,wrist_cap_2_tilt_all_30,16
206,87215.1473687877,base_cap_tilt_all_-30,wrist_cap_1_tilt_all_-15,16
207,87115.5296603004,base_cap_tilt_all_-10,base_cap_tilt_all_-60,16
208,87034.8840398540,upperarm_cap_2_tilt_all_0,wrist_cap_2_tilt_all_15,16
209,87015.4164242267,forearm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-45,16
210,87000.6249217864,base_cap_tilt_all_-10,upperarm_cap_2_tilt_all_-15,16
211,86879.5857980269,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_15,16
212,86859.0689664153,flange_ring_tilt_all_-10,upperarm_ring_tilt_all_60,16
213,86796.2254343459,base_cap_tilt_all_-10,base_cap_tilt_all_-45,16
214,86790.1736730832,base_cap_tilt_all_-45,wrist_cap_1_tilt_all_0,16
215,86776.7832237720,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.51,16
216,86752.0734428523,upperarm_ring_tilt_all_45,wrist_cap_2_tilt_all_30,16
217,86736.8315184062,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_30,16
218,86667.2076119977,base_cap_tilt_all_0,upperarm_cap_1_tilt_all_-10,16
219,86666.7226145828,upperarm_ring_tilt_all_45,wrist_cap_2_tilt_all_15,16
220,86654.4538053957,upperarm_ring_tilt_all_45,wrist_cap_2_tilt_all_10,16
221,86619.0606001191,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_0,16
222,86601.8838857852,base_cap_tilt_all_-10,upperarm_cap_1_tilt_all_-15,16
223,86553.4283737966,base_cap_tilt_all_0,forearm_cap_1_tilt_all_0,16
224,86534.5045890889,flange_ring_tilt_all_-10,forearm_cap_1_tilt_all_15,16
225,86521.9215148231,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_-10,16
226,86496.6273154793,upperarm_ring_tilt_all_45,wrist_cap_2_tilt_all_0,16
227,86469.8631767848,forearm_cap_1_tilt_all_10,wrist_cap_1_tilt_all_-15,16
228,86364.5861752478,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_15,16
229,86267.8083133073,flange_ring_tilt_all_-15,upperarm_ring_tilt_all_60,16
230,86255.2391084803,forearm_cap_1_tilt_all_10,wrist_cap_1_tilt_all_-10,16
231,86167.7423064693,base_cap_tilt_all_-15,base_cap_tilt_all_-60,16
232,86158.0898951753,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-30,16
233,86145.5402224084,upperarm_cap_2_tilt_all_0,wrist_cap_2_tilt_all_10,16
234,86100.8238266617,base_cap_tilt_all_-60,base_cap_tilt_all_0,16
235,86088.6160032742,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-15,16
236,86083.3105210042,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_0,16
237,85979.3996679486,base_cap_tilt_all_-45,wrist_cap_1_tilt_all_-10,16
238,85974.6259078503,base_cap_tilt_all_-30,flange_ring_tilt_all_-30,16
239,85944.6501594027,forearm_cap_1_tilt_all_10,wrist_cap_1_tilt_all_0,16
240,85907.2257289784,upperarm_ring_tilt_all_0,upperarm_ring_tilt_all_45,16
241,85907.2257289784,upperarm_ring_tilt_all_45,upperarm_ring_x_-0.11,16
242,85868.5536769689,upperarm_ring_tilt_all_45,upperarm_ring_x_-0.16,16
243,85845.8169866314,forearm_cap_2_tilt_all_0,upperarm_ring_tilt_all_30,16
244,85807.5614125029,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_30,16
245,85729.7564414051,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-30,16
246,85675.4757293983,base_cap_tilt_all_-30,wrist_cap_2_tilt_all_45,16
247,85671.2370434285,flange_ring_tilt_all_-15,forearm_cap_1_tilt_all_15,16
248,85619.4431871962,base_cap_tilt_all_-45,wrist_cap_1_tilt_all_-30,16
249,85605.5774522716,base_cap_tilt_all_-45,wrist_cap_1_tilt_all_-15,16
250,85568.6839597126,base_cap_tilt_all_-30,upperarm_cap_2_tilt_all_-30,16
251,85550.5900297493,base_cap_tilt_all_-30,wrist_cap_1_tilt_all_-45,16
252,85549.3013048028,forearm_cap_1_tilt_all_15,upperarm_ring_tilt_all_30,16
253,85518.8524845416,base_cap_tilt_all_0,upperarm_ring_tilt_all_30,16
254,85509.6152737177,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_30,16
255,85487.6289663586,base_cap_tilt_all_-60,forearm_cap_2_tilt_all_10,16
256,85474.8865052483,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-10,16
257,85459.4750699554,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_10,16
258,85442.4111181086,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_45,16
259,85415.2647887021,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-30,16
260,85399.6518371824,forearm_cap_1_tilt_all_10,wrist_cap_1_tilt_all_-45,16
261,85390.5355906123,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_60,16
262,85349.9368713885,forearm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_0,16
263,85308.2646506014,flange_ring_tilt_all_-30,upperarm_ring_tilt_all_45,16
264,85248.3911407907,base_cap_tilt_all_-60,upperarm_cap_1_tilt_all_-15,16
265,85176.1676684827,upperarm_cap_2_tilt_all_-10,wrist_cap_2_tilt_all_30,16
266,85170.3411130081,upperarm_ring_tilt_all_45,wrist_cap_1_tilt_all_0,16
267,85099.5957688753,base_cap_tilt_all_-45,flange_ring_tilt_all_-30,16
268,85027.2148287342,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_30,16
269,85009.7729528777,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-15,16
270,84983.3705489178,upperarm_ring_tilt_all_60,wrist_cap_2_tilt_all_45,16
271,84915.5948428974,upperarm_ring_tilt_all_60,wrist_cap_1_tilt_all_0,16
272,84896.9676439993,base_cap_tilt_all_-15,base_cap_tilt_all_-45,16
273,84848.6671718847,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_30,16
274,84819.4206770151,forearm_cap_1_tilt_all_15,wrist_cap_1_tilt_all_-30,16
275,84814.1928323717,upperarm_ring_tilt_all_45,upperarm_ring_x_-0.21,16
276,84809.2324160106,base_cap_tilt_all_0,upperarm_cap_2_tilt_all_-15,16
277,84772.0837703272,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_15,16
278,84742.1939334545,forearm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_10,16
279,84731.1504783414,flange_ring_tilt_all_0,upperarm_cap_1_tilt_all_0,16
280,84665.9787571010,base_cap_tilt_all_-15,flange_ring_tilt_all_0,16
281,84665.7627738400,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-10,16
282,84654.2060300160,flange_ring_tilt_all_-15,wrist_cap_2_tilt_all_15,16
283,84478.6169544615,base_cap_tilt_all_-10,upperarm_ring_tilt_all_30,16
284,84472.3938483287,forearm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_15,16
285,84466.6230745093,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_15,16
286,84466.0338726014,flange_ring_tilt_all_-30,upperarm_ring_tilt_all_60,16
287,84349.9557231188,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_15,16
288,84291.4127247788,base_cap_tilt_all_-45,upperarm_ring_tilt_all_45,16
289,84281.4077937724,upperarm_ring_tilt_all_45,wrist_cap_1_tilt_all_-10,16
290,84262.0775616134,forearm_cap_1_tilt_all_45,upperarm_cap_1_tilt_all_-10,16
291,84242.3305539231,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.46,16
292,84203.6357576822,base_cap_tilt_all_0,upperarm_cap_1_tilt_all_-15,16
293,84174.3670237460,upperarm_ring_tilt_all_60,wrist_cap_1_tilt_all_-10,16
294,84174.2205241183,forearm_cap_1_tilt_all_30,upperarm_ring_tilt_all_45,16
295,84155.9449002226,base_cap_tilt_all_-45,upperarm_cap_2_tilt_all_-30,16
296,84139.3758086591,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-45,16
297,84091.5990900096,base_cap_tilt_all_-15,wrist_cap_2_tilt_all_10,16
298,84076.0019178922,upperarm_cap_2_tilt_all_0,wrist_cap_2_tilt_all_0,16
299,84041.0684584226,base_cap_tilt_all_-45,wrist_cap_2_tilt_all_45,16
300,84037.0987978418,upperarm_cap_2_tilt_all_0,wrist_cap_2_tilt_all_45,16
301,84030.3502409712,flange_ring_tilt_all_-10,forearm_cap_2_tilt_all_10,16
302,84021.4862194488,base_cap_tilt_all_-15,wrist_cap_2_tilt_all_15,16
303,84014.4480173191,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.41,16
304,83924.8834791764,base_cap_tilt_all_-60,flange_ring_tilt_all_0,16
305,83914.8352868960,upperarm_ring_tilt_all_45,wrist_cap_1_tilt_all_-15,16
306,83895.0479910890,forearm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_30,16
307,83842.6674601557,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_30,16
308,83823.8933764078,flange_ring_tilt_all_0,wrist_cap_2_tilt_all_45,16
309,83823.2238741802,upperarm_ring_tilt_all_45,wrist_cap_1_tilt_all_-30,16
310,83815.2310239639,flange_ring_tilt_all_-10,wrist_cap_2_tilt_all_15,16
311,83791.7852194797,upperarm_ring_tilt_all_10,upperarm_ring_tilt_all_45,16
